function,x_dim,c_dim,method,repeat,client,t,regret
levy,2,2,fd,4,-1,24,0.08153225870105879
levy,2,2,fd,4,-1,25,0.08313122794596439
levy,2,2,fd,4,-1,26,0.10126657815163878
levy,2,2,fd,4,-1,27,0.0772822375510559
levy,2,2,fd,4,-1,28,0.07417126258094986
levy,2,2,fd,4,-1,29,0.06990467411011257
levy,2,2,fd,4,-1,30,0.06793721147269044
levy,2,2,fd,4,-1,31,0.0665582439653426
levy,2,2,fd,4,-1,32,0.06633008892277717
levy,2,2,fd,4,-1,33,0.0687798848322293
levy,2,2,fd,4,-1,34,0.07001303952074975
levy,2,2,fd,4,-1,35,0.06908278634648991
levy,2,2,fd,4,-1,36,0.07103883148472824
levy,2,2,fd,4,-1,37,0.06853555853844483
levy,2,2,fd,4,-1,38,0.07381279207952313
levy,2,2,fd,4,-1,39,0.06759065781607441
levy,2,2,fd,4,-1,40,0.07075249828434063
levy,2,2,fd,4,-1,41,0.0676629577462767
levy,2,2,fd,4,-1,42,0.06378804102850695
levy,2,2,fd,4,-1,43,0.06440215785234668
levy,2,2,fd,4,-1,44,0.06590689499352019
levy,2,2,fd,4,-1,45,0.06368518774582427
levy,2,2,fd,4,-1,46,0.06432314429390446
levy,2,2,fd,4,-1,47,0.06512086860271193
levy,2,2,fd,4,-1,48,0.06224690138488449
levy,2,2,fd,4,-1,49,0.06206555718759917
levy,2,2,fd,4,-1,50,0.06252908429513876
levy,2,2,fd,4,-1,51,0.06907944286200311
levy,2,2,fd,4,-1,52,0.06054413898448088
levy,2,2,fd,4,-1,53,0.0651456263529191
levy,2,2,fd,4,-1,54,0.062108184284984776
levy,2,2,fd,4,-1,55,0.0627261882437361
levy,2,2,fd,4,-1,56,0.06295867125395183
levy,2,2,fd,4,-1,57,0.06152714916621919
levy,2,2,fd,4,-1,58,0.06138074105896122
levy,2,2,fd,4,-1,59,0.061038204396147086
levy,2,2,fd,4,-1,60,0.060419889157996995
levy,2,2,fd,4,-1,61,0.061079223458533095
levy,2,2,fd,4,-1,62,0.06132038043151891
levy,2,2,fd,4,-1,63,0.058844321936484
levy,2,2,fd,4,-1,64,0.05845709891983475
levy,2,2,fd,4,-1,65,0.05893213160144076
levy,2,2,fd,4,-1,66,0.0581924157936347
levy,2,2,fd,4,-1,67,0.06024913418933824
levy,2,2,fd,4,-1,68,0.0608870891332792
levy,2,2,fd,4,-1,69,0.061435258036340916
levy,2,2,fd,4,-1,70,0.06497965064974816
levy,2,2,fd,4,-1,71,0.06006336760935062
levy,2,2,fd,4,-1,72,0.059627882918066484
levy,2,2,fd,4,-1,73,0.0586577832308123
levy,2,2,fd,4,-1,74,0.061798433478137696
levy,2,2,fd,4,-1,75,0.060510179968021514
levy,2,2,fd,4,-1,76,0.06227691956596176
levy,2,2,fd,4,-1,77,0.06296958253262629
levy,2,2,fd,4,-1,78,0.0627005505849659
levy,2,2,fd,4,-1,79,0.06223734163170752
levy,2,2,fd,5,-1,0,0.16854965978020306
levy,2,2,fd,5,-1,1,0.12181795413291815
levy,2,2,fd,5,-1,2,0.11515062710467969
levy,2,2,fd,5,-1,3,0.158366498887449
levy,2,2,fd,5,-1,4,0.11237300277838545
levy,2,2,fd,5,-1,5,0.1326681148219991
levy,2,2,fd,5,-1,6,0.0989785730188118
levy,2,2,fd,5,-1,7,0.09904613852919432
levy,2,2,fd,5,-1,8,0.10111823604665228
levy,2,2,fd,5,-1,9,0.09855010308090736
levy,2,2,fd,5,-1,10,0.08540433618171667
levy,2,2,fd,5,-1,11,0.0869639968806233
levy,2,2,fd,5,-1,12,0.11822079966400788
levy,2,2,fd,5,-1,13,0.08125249700189528
levy,2,2,fd,5,-1,14,0.07692418616876441
levy,2,2,fd,5,-1,15,0.07809328999213844
levy,2,2,fd,5,-1,16,0.08038866091322504
levy,2,2,fd,5,-1,17,0.08190351928410855
levy,2,2,fd,5,-1,18,0.08316840780302041
levy,2,2,fd,5,-1,19,0.07466787521043718
levy,2,2,fd,5,-1,20,0.07386982729154344
levy,2,2,fd,5,-1,21,0.07671866662739686
levy,2,2,fd,5,-1,22,0.0755324028900421
levy,2,2,fd,5,-1,23,0.07779905595371538
levy,2,2,fd,5,-1,24,0.07189936951710588
levy,2,2,fd,5,-1,25,0.06987621371966461
levy,2,2,fd,5,-1,26,0.06784272558877702
levy,2,2,fd,5,-1,27,0.07313634567324531
levy,2,2,fd,5,-1,28,0.0726909954656469
levy,2,2,fd,5,-1,29,0.07385655476142339
levy,2,2,fd,5,-1,30,0.09415399244082939
levy,2,2,fd,5,-1,31,0.0719441761203352
levy,2,2,fd,5,-1,32,0.07087011096902913
levy,2,2,fd,5,-1,33,0.07277005471502708
levy,2,2,fd,5,-1,34,0.0769350216787038
levy,2,2,fd,5,-1,35,0.07834301096603886
levy,2,2,fd,5,-1,36,0.07843746843910188
levy,2,2,fd,5,-1,37,0.07707617127358592
levy,2,2,fd,5,-1,38,0.07651406083499689
levy,2,2,fd,5,-1,39,0.07591428216593006
levy,2,2,fd,5,-1,40,0.07659280142883436
levy,2,2,fd,5,-1,41,0.07530156985317203
levy,2,2,fd,5,-1,42,0.07668764199090392
levy,2,2,fd,5,-1,43,0.07666193372592098
levy,2,2,fd,5,-1,44,0.07781957304965356
levy,2,2,fd,5,-1,45,0.07954396034182595
levy,2,2,fd,5,-1,46,0.07618450412740271
levy,2,2,fd,5,-1,47,0.07494350965921484
levy,2,2,fd,5,-1,48,0.07608251091644684
levy,2,2,fd,5,-1,49,0.07804309945387364
levy,2,2,fd,5,-1,50,0.07692590335111277
levy,2,2,fd,5,-1,51,0.07489174294406105
levy,2,2,fd,5,-1,52,0.07587582622872263
levy,2,2,fd,5,-1,53,0.07490741073475905
levy,2,2,fd,5,-1,54,0.07607353321260035
levy,2,2,fd,5,-1,55,0.07535217691866275
levy,2,2,fd,5,-1,56,0.07454441000571656
levy,2,2,fd,5,-1,57,0.07634692126958498
levy,2,2,fd,5,-1,58,0.07714397062247522
levy,2,2,fd,5,-1,59,0.08082789528576692
levy,2,2,fd,5,-1,60,0.08169572892119865
levy,2,2,fd,5,-1,61,0.08376267435721078
levy,2,2,fd,5,-1,62,0.07983436287943992
levy,2,2,fd,5,-1,63,0.07945389358180259
levy,2,2,fd,5,-1,64,0.07817218151602093
levy,2,2,fd,5,-1,65,0.08162589266561675
levy,2,2,fd,5,-1,66,0.07843032319548333
levy,2,2,fd,5,-1,67,0.07851796102768051
levy,2,2,fd,5,-1,68,0.078504506495928
levy,2,2,fd,5,-1,69,0.0772633288046202
levy,2,2,fd,5,-1,70,0.07632905632830742
levy,2,2,fd,5,-1,71,0.07504768246186791
levy,2,2,fd,5,-1,72,0.07505181727328343
levy,2,2,fd,5,-1,73,0.0757695557503755
levy,2,2,fd,5,-1,74,0.07361325423101635
levy,2,2,fd,5,-1,75,0.07382693506454527
levy,2,2,fd,5,-1,76,0.0800932356954937
levy,2,2,fd,5,-1,77,0.0746020998662791
levy,2,2,fd,5,-1,78,0.07333575709019596
levy,2,2,fd,5,-1,79,0.07293943494650951
levy,2,2,fd,6,-1,0,0.16854965978020306
levy,2,2,fd,6,-1,1,0.142760529120612
levy,2,2,fd,6,-1,2,0.13077293617494917
levy,2,2,fd,6,-1,3,0.1299390192766151
levy,2,2,fd,6,-1,4,0.13021110599139063
levy,2,2,fd,6,-1,5,0.11072570814077294
levy,2,2,fd,6,-1,6,0.11286851474295025
levy,2,2,fd,6,-1,7,0.11134961103460811
levy,2,2,fd,6,-1,8,0.10746533799713635
levy,2,2,fd,6,-1,9,0.10411838210372575
levy,2,2,fd,6,-1,10,0.09990455251134572
levy,2,2,fd,6,-1,11,0.1006241368850279
levy,2,2,fd,6,-1,12,0.09292404121179308
levy,2,2,fd,6,-1,13,0.08941017111740805
levy,2,2,fd,6,-1,14,0.08513309244597866
levy,2,2,fd,6,-1,15,0.08113951712192609
levy,2,2,fd,6,-1,16,0.08101345617999717
levy,2,2,fd,6,-1,17,0.08134973725243484
levy,2,2,fd,6,-1,18,0.08037280035653631
levy,2,2,fd,6,-1,19,0.08970637999569182
levy,2,2,fd,6,-1,20,0.07479871445864734
levy,2,2,fd,6,-1,21,0.07870320868671866
levy,2,2,fd,6,-1,22,0.0750104267887818
levy,2,2,fd,6,-1,23,0.07530284249042572
levy,2,2,fd,6,-1,24,0.12105274262180137
levy,2,2,fd,6,-1,25,0.07251165537805232
levy,2,2,fd,6,-1,26,0.07105913584902714
levy,2,2,fd,6,-1,27,0.06593497753032963
levy,2,2,fd,6,-1,28,0.06443103650904575
levy,2,2,fd,6,-1,29,0.06570348336336858
levy,2,2,fd,6,-1,30,0.06513507516443354
levy,2,2,fd,6,-1,31,0.06541638960627125
levy,2,2,fd,6,-1,32,0.06581782023956956
levy,2,2,fd,6,-1,33,0.06371399267660702
levy,2,2,fd,6,-1,34,0.08574422476469934
levy,2,2,fd,6,-1,35,0.07159072024703826
levy,2,2,fd,6,-1,36,0.06787075742829222
levy,2,2,fd,6,-1,37,0.0625983641239799
levy,2,2,fd,6,-1,38,0.05736926743535998
levy,2,2,fd,6,-1,39,0.05691792758762888
levy,2,2,fd,6,-1,40,0.05982167095284965
levy,2,2,fd,6,-1,41,0.058209263218754706
levy,2,2,fd,6,-1,42,0.06217238411193205
levy,2,2,fd,6,-1,43,0.0684214686404763
levy,2,2,fd,6,-1,44,0.06164394389900148
levy,2,2,fd,6,-1,45,0.05993843423755895
levy,2,2,fd,6,-1,46,0.06064299675838373
levy,2,2,fd,6,-1,47,0.063699381777939
levy,2,2,fd,6,-1,48,0.06411597962110316
levy,2,2,fd,6,-1,49,0.08768722861587909
levy,2,2,fd,6,-1,50,0.06206784616086959
levy,2,2,fd,6,-1,51,0.06126228136079576
levy,2,2,fd,6,-1,52,0.06131920916586544
