function,x_dim,c_dim,method,repeat,client,t,regret
ackley,2,2,fd,3,-1,42,0.020792954181912245
ackley,2,2,fd,3,-1,43,0.021882260789692923
ackley,2,2,fd,3,-1,44,0.02187831475413911
ackley,2,2,fd,3,-1,45,0.022939396450133296
ackley,2,2,fd,3,-1,46,0.02224721504881904
ackley,2,2,fd,3,-1,47,0.023249524611335778
ackley,2,2,fd,3,-1,48,0.02338473654900514
ackley,2,2,fd,3,-1,49,0.027353029768038852
ackley,2,2,fd,3,-1,50,0.026950387163715315
ackley,2,2,fd,3,-1,51,0.02776332756343074
ackley,2,2,fd,3,-1,52,0.027674643780933497
ackley,2,2,fd,3,-1,53,0.027748050883003153
ackley,2,2,fd,3,-1,54,0.026219203390516675
ackley,2,2,fd,3,-1,55,0.0267888734931411
ackley,2,2,fd,3,-1,56,0.027202643767471012
ackley,2,2,fd,3,-1,57,0.023819141503280867
ackley,2,2,fd,3,-1,58,0.027476410833754877
ackley,2,2,fd,3,-1,59,0.023135779427310953
ackley,2,2,fd,3,-1,60,0.028969586132033695
ackley,2,2,fd,3,-1,61,0.024586791854085684
ackley,2,2,fd,3,-1,62,0.02260284991631168
ackley,2,2,fd,3,-1,63,0.02226575932451658
ackley,2,2,fd,3,-1,64,0.025234203902418473
ackley,2,2,fd,3,-1,65,0.02429373749212749
ackley,2,2,fd,3,-1,66,0.023996609227649394
ackley,2,2,fd,3,-1,67,0.023321750637224047
ackley,2,2,fd,3,-1,68,0.021022881152498236
ackley,2,2,fd,3,-1,69,0.02130873265616456
ackley,2,2,fd,3,-1,70,0.018919338833104093
ackley,2,2,fd,3,-1,71,0.024780602257701546
ackley,2,2,fd,3,-1,72,0.01796739271495716
ackley,2,2,fd,3,-1,73,0.02106804806046775
ackley,2,2,fd,3,-1,74,0.01788438938487593
ackley,2,2,fd,3,-1,75,0.018365046938147205
ackley,2,2,fd,3,-1,76,0.01876740227958847
ackley,2,2,fd,3,-1,77,0.017654308183545894
ackley,2,2,fd,3,-1,78,0.01845277166564351
ackley,2,2,fd,3,-1,79,0.0173842050209215
ackley,2,2,fd,4,-1,0,0.07031188428144185
ackley,2,2,fd,4,-1,1,0.05386028723854813
ackley,2,2,fd,4,-1,2,0.04561234458039144
ackley,2,2,fd,4,-1,3,0.04312551931643944
ackley,2,2,fd,4,-1,4,0.042431130718805166
ackley,2,2,fd,4,-1,5,0.048717485898041306
ackley,2,2,fd,4,-1,6,0.04316630489588523
ackley,2,2,fd,4,-1,7,0.04378232954544508
ackley,2,2,fd,4,-1,8,0.04445247248839562
ackley,2,2,fd,4,-1,9,0.05998678181490347
ackley,2,2,fd,4,-1,10,0.05636436452794483
ackley,2,2,fd,4,-1,11,0.053795928487899165
ackley,2,2,fd,4,-1,12,0.06786553432554283
ackley,2,2,fd,4,-1,13,0.05527261784762271
ackley,2,2,fd,4,-1,14,0.05469911254971172
ackley,2,2,fd,4,-1,15,0.045674098589116426
ackley,2,2,fd,4,-1,16,0.044708978013971695
ackley,2,2,fd,4,-1,17,0.046999151938941164
ackley,2,2,fd,4,-1,18,0.04358921355723241
ackley,2,2,fd,4,-1,19,0.04473397416950224
ackley,2,2,fd,4,-1,20,0.036462172868269534
ackley,2,2,fd,4,-1,21,0.037597174227828
ackley,2,2,fd,4,-1,22,0.03934255499680819
ackley,2,2,fd,4,-1,23,0.0401567752297864
ackley,2,2,fd,4,-1,24,0.04137259679133343
ackley,2,2,fd,4,-1,25,0.04161191419305676
ackley,2,2,fd,4,-1,26,0.04634191961712516
ackley,2,2,fd,4,-1,27,0.044495237899782596
ackley,2,2,fd,4,-1,28,0.04024344283217852
ackley,2,2,fd,4,-1,29,0.043329795345914544
ackley,2,2,fd,4,-1,30,0.042248492152580176
ackley,2,2,fd,4,-1,31,0.042124228161751334
ackley,2,2,fd,4,-1,32,0.039175798912309656
ackley,2,2,fd,4,-1,33,0.03799741877383609
ackley,2,2,fd,4,-1,34,0.039200166468602735
ackley,2,2,fd,4,-1,35,0.039125156076022405
ackley,2,2,fd,4,-1,36,0.040232833241786045
ackley,2,2,fd,4,-1,37,0.038569030807913914
ackley,2,2,fd,4,-1,38,0.043418733045131774
ackley,2,2,fd,4,-1,39,0.04404387926192932
ackley,2,2,fd,4,-1,40,0.043846488648942146
ackley,2,2,fd,4,-1,41,0.03824318717728338
ackley,2,2,fd,4,-1,42,0.03999219050291214
ackley,2,2,fd,4,-1,43,0.03996133760543412
ackley,2,2,fd,4,-1,44,0.04110270938016071
ackley,2,2,fd,4,-1,45,0.03966765592018382
ackley,2,2,fd,4,-1,46,0.040472509172307054
ackley,2,2,fd,4,-1,47,0.03988514938287999
ackley,2,2,fd,4,-1,48,0.040426551251653134
ackley,2,2,fd,4,-1,49,0.041709425122863984
ackley,2,2,fd,4,-1,50,0.03716726452285419
ackley,2,2,fd,4,-1,51,0.03775956590212622
ackley,2,2,fd,4,-1,52,0.04060625233023782
ackley,2,2,fd,4,-1,53,0.039472317468015564
ackley,2,2,fd,4,-1,54,0.03845553834191689
ackley,2,2,fd,4,-1,55,0.036582462320731715
ackley,2,2,fd,4,-1,56,0.035415647609624776
ackley,2,2,fd,4,-1,57,0.03620435386894871
ackley,2,2,fd,4,-1,58,0.0325071710880436
ackley,2,2,fd,4,-1,59,0.03298577542628659
ackley,2,2,fd,4,-1,60,0.032178553923084455
ackley,2,2,fd,4,-1,61,0.028140308825453576
ackley,2,2,fd,4,-1,62,0.0233872026156409
ackley,2,2,fd,4,-1,63,0.027168198779293537
ackley,2,2,fd,4,-1,64,0.028120859984428048
ackley,2,2,fd,4,-1,65,0.027373873331296268
ackley,2,2,fd,4,-1,66,0.026867061803673157
ackley,2,2,fd,4,-1,67,0.023351242898776645
ackley,2,2,fd,4,-1,68,0.02445625787343199
ackley,2,2,fd,4,-1,69,0.021249910549266046
ackley,2,2,fd,4,-1,70,0.02085341152897998
ackley,2,2,fd,4,-1,71,0.023120943437609363
ackley,2,2,fd,4,-1,72,0.02374001471533234
ackley,2,2,fd,4,-1,73,0.022521629953377843
ackley,2,2,fd,4,-1,74,0.022487290857278328
ackley,2,2,fd,4,-1,75,0.024117044578305203
ackley,2,2,fd,4,-1,76,0.023767413257134388
ackley,2,2,fd,4,-1,77,0.024745896606929448
ackley,2,2,fd,4,-1,78,0.026290018674610505
ackley,2,2,fd,4,-1,79,0.023806210609832634
ackley,2,2,fd,5,-1,0,0.07031188428144185
ackley,2,2,fd,5,-1,1,0.059327555129354614
ackley,2,2,fd,5,-1,2,0.05998710759786345
ackley,2,2,fd,5,-1,3,0.06462432424638716
ackley,2,2,fd,5,-1,4,0.06871717625252687
ackley,2,2,fd,5,-1,5,0.0673927979410567
ackley,2,2,fd,5,-1,6,0.06289271797124676
ackley,2,2,fd,5,-1,7,0.09224895940809459
ackley,2,2,fd,5,-1,8,0.0699419744865751
ackley,2,2,fd,5,-1,9,0.07233942749104794
ackley,2,2,fd,5,-1,10,0.06438976755958797
ackley,2,2,fd,5,-1,11,0.049130185017723184
ackley,2,2,fd,5,-1,12,0.04887987140887907
ackley,2,2,fd,5,-1,13,0.0517613816867409
ackley,2,2,fd,5,-1,14,0.05593372201800739
ackley,2,2,fd,5,-1,15,0.046262881923789606
ackley,2,2,fd,5,-1,16,0.04365186214821328
ackley,2,2,fd,5,-1,17,0.04330850883565167
ackley,2,2,fd,5,-1,18,0.04436209741612593
ackley,2,2,fd,5,-1,19,0.04742631935890955
ackley,2,2,fd,5,-1,20,0.04491499953939086
ackley,2,2,fd,5,-1,21,0.04481461221626829
ackley,2,2,fd,5,-1,22,0.04164727534670312
ackley,2,2,fd,5,-1,23,0.04106416303503092
ackley,2,2,fd,5,-1,24,0.04070230545582424
ackley,2,2,fd,5,-1,25,0.03891632772609688
ackley,2,2,fd,5,-1,26,0.03489406943561119
ackley,2,2,fd,5,-1,27,0.044098618986419647
