function,x_dim,c_dim,method,repeat,client,t,regret
ackley,1,2,fd,8,-1,4,0.062329519532491044
ackley,1,2,fd,8,-1,5,0.05874848676824292
ackley,1,2,fd,8,-1,6,0.05822507617138405
ackley,1,2,fd,8,-1,7,0.08867397507435976
ackley,1,2,fd,8,-1,8,0.0634209473520412
ackley,1,2,fd,8,-1,9,0.04897216144380344
ackley,1,2,fd,8,-1,10,0.042612948076389975
ackley,1,2,fd,8,-1,11,0.04228510446664994
ackley,1,2,fd,8,-1,12,0.030501876614929306
ackley,1,2,fd,8,-1,13,0.03822925175718197
ackley,1,2,fd,8,-1,14,0.03132445511320188
ackley,1,2,fd,8,-1,15,0.038564376224679446
ackley,1,2,fd,8,-1,16,0.039148513477425824
ackley,1,2,fd,8,-1,17,0.022143689853229145
ackley,1,2,fd,8,-1,18,0.021338716420782784
ackley,1,2,fd,8,-1,19,0.024270193462333375
ackley,1,2,fd,8,-1,20,0.027114551636370908
ackley,1,2,fd,8,-1,21,0.02684728476881712
ackley,1,2,fd,8,-1,22,0.025355003776543976
ackley,1,2,fd,8,-1,23,0.02216236732361474
ackley,1,2,fd,8,-1,24,0.026452414064893907
ackley,1,2,fd,8,-1,25,0.026190033528867642
ackley,1,2,fd,8,-1,26,0.03158115898842155
ackley,1,2,fd,8,-1,27,0.031072079069499575
ackley,1,2,fd,8,-1,28,0.037998369255823394
ackley,1,2,fd,8,-1,29,0.03165994847898
ackley,1,2,fd,8,-1,30,0.030447496566252813
ackley,1,2,fd,8,-1,31,0.030759435611805174
ackley,1,2,fd,8,-1,32,0.029261104849527226
